year,district_city,area_type,women_crimes_assault_on_women_with_intent_to_outrage_her_modesty_incidents_i,women_crimes_assault_on_women_with_intent_to_outrage_her_modesty_victims_v,women_crimes_assault_on_women_with_intent_to_outrage_her_modesty_r_crime_rate,women_crimes_assault_on_women_i,women_crimes_assault_on_women_v,women_crimes_assault_on_women_r,women_crimes_sexual_harassment_total_i,women_crimes_sexual_harassment_total_v,women_crimes_sexual_harassment_total_r,women_crimes_sh_at_work_premises_i,women_crimes_sh_at_work_premises_v,women_crimes_sh_at_work_premises_r,women_crimes_sh_in_public_transport_i,women_crimes_sh_in_public_transport_v,women_crimes_sh_in_public_transport_r,women_crimes_sh_in_shelter_homes_for_women_and_children_i,women_crimes_sh_in_shelter_homes_for_women_and_children_v,women_crimes_sh_in_shelter_homes_for_women_and_children_r,women_crimes_sh_in_other_places_i,women_crimes_sh_in_other_places_v,women_crimes_sh_in_other_places_r,women_crimes_assault_or_use_of_criminal_force_on_women_with_intent_to_disrobe_sec_354b_ipc_i,women_crimes_assault_or_use_of_criminal_force_on_women_with_intent_to_disrobe_sec_354b_ipc_v,women_crimes_assault_or_use_of_criminal_force_on_women_with_intent_to_disrobe_sec_354b_ipc_r,women_crimes_voyeurism_i,women_crimes_voyeurism_v,women_crimes_voyeurism_r,women_crimes_stalking_i,women_crimes_stalking_v,women_crimes_stalking_r,women_crimes_rape_sec_376_i,women_crimes_rape_v,women_crimes_rape_r,women_crimes_attempt_to_commit_rape_sec_376_511_i,women_crimes_attempt_to_commit_rape_v,women_crimes_attempt_to_commit_rape_r,murder_homicide_murder_incidence,murder_homicide_murder_victims,murder_homicide_murder_rate,murder_homicide_culpable_homicide_incidence,murder_homicide_culpable_homicide_victims,murder_homicide_culpable_homicides_rate,murder_homicide_causing_death_by_negligence_incidence,murder_homicide_causing_death_by_negligence_victims,murder_homicide_causing_death_by_negligence_rate,murder_homicide_murder_incidents,complaints_total_complaints_2020,complaints_total_complaints_2021,complaints_total_complaints,complaints_share_in_percentage_2022,complaints_projected_population_lakhs,complaints_rate_of_cognizable_crime_ipc_sll,complaints_total_oral_complaints,complaints_oral_narrated_to_oc_sho,complaints_oral_distress_call_over_phone_dial_100,complaints_total_written_complaints_to_police,complaints_written_to_oc_sho,complaints_written_to_sp_senior_officers,complaints_written_electronic_form,complaints_written_complaint_to_courts,complaints_written_nhrc_and_shrc,complaints_written_scs_commissions,complaints_written_sts_commissions,complaints_written_ncw_scw,complaints_written_child_welfare_boards_commissions,complaints_suo_moto_police_complaints,complaints_other_written_complaints,complaints_total_complaints_written,complaints_total_complaints_oral,complaints_total_complaints_others,complaints_oral_share,complaints_written_share,murder_victim_to_incident_ratio,rape_victim_to_incident_ratio,year_centered,is_latest_year,population_lakhs,log_population,selected_crime_rate_sum,sentiment_avg_sentiment_polarity,sentiment_avg_sentiment_confidence,sentiment_avg_crime_intensity,sentiment_negative_sentiment_share,news_count,news_avg_news_polarity,news_negative_news_share,news_avg_news_crime_intensity
2022,Sivagangai,district,30.0,30.0,4.2,27.0,27.0,3.8,2.0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.4,1.0,1.0,0.1,39.0,40.0,2.7,6.0,6.0,0.4,379.0,427.0,26.6,,14350,11486,7630,1.6,14.2,535.9,,,,,,,,,,,,,,,,,,,,,1.0256410256410255,1.0,-0.5,0,14.2,2.7212954278522306,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Tenkasi,district,59.0,59.0,7.8,34.0,34.0,4.5,13.0,13.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.7,3.0,3.0,0.4,4.0,4.0,0.5,5.0,5.0,0.7,8.0,8.0,1.1,2.0,2.0,0.3,41.0,43.0,2.7,4.0,4.0,0.3,262.0,262.0,17.3,,11530,10557,7870,1.7,15.2,519.1,,,,,,,,,,,,,,,,,,,,,1.048780487804878,1.0,-0.5,0,15.2,2.785011242238338,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Thanjavur,district,138.0,138.0,10.8,138.0,138.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.6,0.0,0.0,0.0,68.0,71.0,2.7,0.0,0.0,0.0,532.0,549.0,20.8,,54194,38733,21106,4.5,25.6,825.1,,,,,,,,,,,,,,,,,,,,,1.0441176470588236,1.0,-0.5,0,25.6,3.2809112157876537,24.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Theni,district,43.0,43.0,6.5,32.0,32.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,2.0,2.0,0.3,7.0,7.0,1.1,10.0,10.0,1.5,0.0,0.0,0.0,53.0,54.0,4.0,6.0,6.0,0.5,312.0,338.0,23.5,,38869,17254,10242,2.2,13.2,773.2,,,,,,,,,,,,,,,,,,,,,1.0188679245283019,1.0,-0.5,0,13.2,2.653241964607215,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Thirunelveli,district,59.0,59.0,9.4,39.0,39.0,6.2,16.0,16.0,2.6,0.0,0.0,0.0,2.0,2.0,0.3,2.0,2.0,0.3,12.0,12.0,1.9,1.0,1.0,0.2,2.0,2.0,0.3,1.0,1.0,0.2,15.0,15.0,2.4,1.0,1.0,0.2,46.0,49.0,3.7,1.0,2.0,0.1,301.0,325.0,24.0,,13978,11884,7420,1.6,12.5,592.7,,,,,,,,,,,,,,,,,,,,,1.065217391304348,1.0,-0.5,0,12.5,2.6026896854443837,21.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Thiruvallur,district,14.0,14.0,1.1,11.0,11.0,0.9,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,11.0,11.0,0.9,2.0,2.0,0.2,19.0,19.0,0.8,1.0,1.0,0.0,335.0,335.0,13.3,,59795,17391,6801,1.4,25.1,270.8,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-0.5,0,25.1,3.261935314328648,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Thiruvannamalai,district,22.0,22.0,1.7,13.0,13.0,1.0,5.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.4,1.0,1.0,0.1,0.0,0.0,0.0,3.0,3.0,0.2,8.0,8.0,0.6,1.0,1.0,0.1,42.0,49.0,1.6,2.0,3.0,0.1,535.0,611.0,20.4,,93914,29437,13937,2.9,26.2,531.8,,,,,,,,,,,,,,,,,,,,,1.1666666666666667,1.0,-0.5,0,26.2,3.3032169733019514,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Thiruvarur,district,13.0,13.0,1.9,13.0,13.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.3,0.0,0.0,0.0,21.0,23.0,1.6,1.0,1.0,0.1,205.0,265.0,15.3,,44080,16597,9222,1.9,13.4,686.1,,,,,,,,,,,,,,,,,,,,,1.0952380952380953,1.0,-0.5,0,13.4,2.667228206581955,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Thoothukudi,district,42.0,42.0,4.5,22.0,22.0,2.4,15.0,15.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,1.6,1.0,1.0,0.1,2.0,2.0,0.2,2.0,2.0,0.2,14.0,14.0,1.5,1.0,1.0,0.1,84.0,86.0,4.5,8.0,8.0,0.4,432.0,719.0,23.2,,20131,16898,12444,2.6,18.6,668.7,,,,,,,,,,,,,,,,,,,,,1.0238095238095237,1.0,-0.5,0,18.6,2.975529566236472,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Tiruppattur,district,15.0,16.0,2.4,14.0,15.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,4.0,4.0,0.6,0.0,0.0,0.0,22.0,22.0,1.8,1.0,1.0,0.1,198.0,415.0,15.8,,16034,7844,4880,1.0,12.6,388.8,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-0.5,0,12.6,2.6100697927420065,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Tiruppur,district,18.0,18.0,1.7,18.0,18.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.7,0.0,0.0,0.0,36.0,36.0,1.7,2.0,2.0,0.1,704.0,706.0,32.5,,34050,20901,10795,2.3,21.6,499.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-0.5,0,21.6,3.1179499062782403,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Trichy,district,42.0,42.0,4.2,34.0,34.0,3.4,7.0,7.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,16.0,16.0,1.6,2.0,2.0,0.2,37.0,37.0,1.9,0.0,0.0,0.0,540.0,562.0,27.1,,32903,16033,9565,2.0,19.9,479.8,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-0.5,0,19.9,3.039749158970765,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Vellore,district,13.0,13.0,1.6,7.0,7.0,0.8,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,1.0,0.1,0.0,0.0,0.0,4.0,4.0,0.5,2.0,2.0,0.2,0.0,0.0,0.0,24.0,24.0,1.5,0.0,0.0,0.0,307.0,321.0,18.5,,26065,9145,6706,1.4,16.5,405.3,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-0.5,0,16.5,2.8622008809294686,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Villupuram,district,14.0,14.0,1.3,14.0,14.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.0,0.0,0.0,0.0,23.0,23.0,1.0,6.0,6.0,0.3,548.0,572.0,25.0,,52606,15501,11790,2.5,22.0,536.8,,,,,,,,,,,,,,,,,,,,,1.0,1.0,-0.5,0,22.0,3.1354942159291497,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Virudhunagar,district,33.0,33.0,3.2,18.0,18.0,1.7,8.0,8.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.8,1.0,1.0,0.1,2.0,2.0,0.2,4.0,4.0,0.4,17.0,17.0,1.6,0.0,0.0,0.0,58.0,61.0,2.8,2.0,2.0,0.1,485.0,485.0,23.5,,24029,12976,11266,2.4,20.7,545.6,,,,,,,,,,,,,,,,,,,,,1.0517241379310345,1.0,-0.5,0,20.7,3.077312260546414,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Cyber Cell,special_unit,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,6,14,3,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Other Units,special_unit,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,620,517,515,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-0.5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Railway Chennai,special_unit,4.0,4.0,,4.0,4.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,6.0,,0.0,0.0,,0.0,0.0,,,1263,1291,2266,0.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,-0.5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Railway Trichy,special_unit,1.0,1.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,,157,204,1179,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,-0.5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Avadi,city,15.0,15.0,7.1,10.0,10.0,4.7,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,3.0,1.4,1.0,1.0,0.5,9.0,9.0,4.3,0.0,0.0,0.0,57.0,65.0,13.6,1.0,1.0,0.2,461.0,474.0,109.8,,,,104623,,,,42258.0,0.0,42258.0,62365.0,6053.0,6123.0,7360.0,0.0,0.0,0.0,0.0,0.0,8.0,9808.0,33013.0,,,,0.40390736262580884,0.5960926373741912,1.1403508771929824,1.0,0.5,0,,2.760009940032921,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Chennai,city,166.0,167.0,5.5,94.0,94.0,3.1,23.0,23.0,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.7,7.0,7.0,0.2,5.0,6.0,0.2,37.0,37.0,1.2,20.0,20.0,0.7,2.0,2.0,0.1,105.0,106.0,1.7,11.0,11.0,0.2,599.0,606.0,9.9,,,,319666,,,,173292.0,0.0,173292.0,146374.0,17282.0,1555.0,37678.0,210.0,9.0,0.0,0.0,1.0,6.0,18180.0,71453.0,,,,0.5421033203406055,0.4578966796593945,1.0095238095238095,1.0,0.5,0,,2.760009940032921,11.0,0.00047500000000003095,0.996125,1.25,0.5,0.0,0.0,0.0,0.0
2023,Coimbatore City,city,23.0,23.0,4.1,22.0,22.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,6.0,6.0,1.1,0.0,0.0,0.0,22.0,23.0,2.0,1.0,1.0,0.1,316.0,323.0,28.2,,,,74352,,,,32157.0,0.0,32157.0,42195.0,5020.0,2564.0,9413.0,14.0,0.0,0.0,0.0,0.0,0.0,3447.0,21737.0,,,,0.4324967721110394,0.5675032278889606,1.0454545454545454,1.0,0.5,0,,2.760009940032921,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Madurai City,city,44.0,44.0,8.1,3.0,3.0,0.6,41.0,41.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.6,0.0,0.0,0.0,37.0,38.0,3.4,0.0,0.0,0.0,265.0,281.0,24.4,,,,71880,,,,27423.0,0.0,27423.0,44457.0,3072.0,4166.0,4696.0,102.0,0.0,0.0,0.0,0.0,0.0,10284.0,22137.0,,,,0.38151085141903174,0.6184891485809683,1.027027027027027,1.0,0.5,0,,2.760009940032921,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Salem City,city,18.0,18.0,4.1,9.0,9.0,2.0,6.0,6.0,1.4,2.0,2.0,0.5,4.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,2.0,2.0,0.5,7.0,7.0,1.6,0.0,0.0,0.0,26.0,26.0,2.9,0.0,0.0,0.0,217.0,218.0,24.5,,,,37273,,,,1632.0,0.0,1632.0,35641.0,7852.0,2438.0,3762.0,8.0,0.0,0.0,0.0,0.0,0.0,5861.0,15720.0,,,,0.04378504547527701,0.9562149545247229,1.0,1.0,0.5,0,,2.760009940032921,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Tambaram,city,27.0,27.0,6.7,17.0,17.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.5,11.0,11.0,2.7,0.0,0.0,0.0,50.0,51.0,6.3,3.0,4.0,0.4,513.0,513.0,64.2,,,,106672,,,,49701.0,0.0,49701.0,56971.0,6249.0,4476.0,6870.0,0.0,0.0,0.0,0.0,0.0,0.0,6155.0,33221.0,,,,0.46592357882105895,0.534076421178941,1.02,1.0,0.5,0,,2.760009940032921,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Thirunelveli City,city,19.0,19.0,7.5,7.0,7.0,2.8,7.0,7.0,2.8,0.0,0.0,0.0,2.0,2.0,0.8,0.0,0.0,0.0,5.0,5.0,2.0,1.0,1.0,0.4,1.0,1.0,0.4,3.0,3.0,1.2,3.0,3.0,1.2,0.0,0.0,0.0,17.0,17.0,3.4,0.0,0.0,0.0,97.0,97.0,19.2,,,,22966,,,,7459.0,0.0,7459.0,15507.0,2231.0,2569.0,1453.0,55.0,22.0,0.0,0.0,0.0,0.0,4410.0,4767.0,,,,0.32478446399024646,0.6752155360097536,1.0,1.0,0.5,0,,2.760009940032921,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Tiruppur City,city,7.0,7.0,3.0,5.0,5.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,2.0,2.0,0.8,0.0,0.0,0.0,24.0,24.0,5.1,0.0,0.0,0.0,155.0,158.0,32.7,,,,29600,,,,11273.0,0.0,11273.0,18327.0,3097.0,118.0,2545.0,11.0,15.0,7.0,0.0,14.0,0.0,4832.0,7688.0,,,,0.3808445945945946,0.6191554054054054,1.0,1.0,0.5,0,,2.760009940032921,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Trichy City,city,15.0,15.0,3.3,9.0,9.0,2.0,4.0,4.0,0.9,1.0,1.0,0.2,0.0,0.0,0.0,3.0,3.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.2,2.0,2.0,0.4,0.0,0.0,0.0,19.0,19.0,2.1,0.0,0.0,0.0,160.0,169.0,17.7,,,,41759,,,,15039.0,0.0,15039.0,26720.0,3999.0,1258.0,1470.0,53.0,37.0,0.0,0.0,0.0,6.0,9000.0,10897.0,,,,0.36013793433750807,0.6398620656624919,1.0,1.0,0.5,0,,2.760009940032921,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Ariyalur,district,5.0,5.0,1.2,2.0,2.0,0.5,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,1.0,0.2,10.0,10.0,2.5,0.0,0.0,0.0,16.0,16.0,2.0,1.0,1.0,0.1,184.0,191.0,22.9,,,,34462,,,,10199.0,0.0,10199.0,24263.0,1641.0,3803.0,1425.0,16.0,26.0,18.0,0.0,11.0,0.0,2114.0,15209.0,,,,0.29594916139515987,0.7040508386048401,1.0,1.0,0.5,0,,2.760009940032921,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Chengalpattu,district,15.0,15.0,1.2,15.0,15.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.4,0.0,0.0,0.0,31.0,33.0,1.3,8.0,9.0,0.3,392.0,423.0,16.1,,,,46320,,,,5687.0,0.0,5687.0,40633.0,5241.0,2887.0,3487.0,0.0,0.0,0.0,0.0,0.0,0.0,7071.0,21947.0,,,,0.12277633851468048,0.8772236614853195,1.064516129032258,1.0,0.5,0,,2.760009940032921,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Coimbatore,district,13.0,13.0,1.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.4,0.0,0.0,0.0,52.0,52.0,2.0,7.0,7.0,0.3,783.0,811.0,30.5,,,,65803,,,,29497.0,0.0,29497.0,36306.0,4725.0,149.0,4591.0,17.0,0.0,0.0,0.0,0.0,0.0,8772.0,18052.0,,,,0.44826223728401443,0.5517377627159856,1.0,1.0,0.5,0,,2.760009940032921,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Cuddalore,district,50.0,50.0,3.6,6.0,6.0,0.4,12.0,12.0,0.9,0.0,0.0,0.0,12.0,12.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.9,10.0,10.0,0.7,10.0,10.0,0.7,13.0,13.0,0.9,0.0,0.0,0.0,52.0,53.0,1.9,2.0,2.0,0.1,541.0,580.0,19.5,,,,35616,,,,9850.0,0.0,9850.0,25766.0,9850.0,560.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,10405.0,4800.0,,,,0.2765610961365678,0.7234389038634321,1.0192307692307692,1.0,0.5,0,,2.760009940032921,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Dharmapuri,district,26.0,26.0,3.2,16.0,16.0,2.0,6.0,6.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.7,2.0,2.0,0.2,0.0,0.0,0.0,2.0,2.0,0.2,10.0,10.0,1.2,1.0,1.0,0.1,23.0,24.0,1.4,3.0,3.0,0.2,352.0,352.0,21.9,,,,46222,,,,10370.0,0.0,10370.0,35852.0,8513.0,525.0,2965.0,18.0,0.0,0.0,0.0,0.0,0.0,5180.0,18651.0,,,,0.2243520401540392,0.7756479598459608,1.0434782608695652,1.0,0.5,0,,2.760009940032921,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Dindigul,district,33.0,33.0,2.9,11.0,11.0,1.0,21.0,21.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,1.8,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,9.0,9.0,0.8,0.0,0.0,0.0,62.0,64.0,2.7,9.0,9.0,0.4,731.0,731.0,31.7,,,,110170,,,,22491.0,0.0,22491.0,87679.0,31522.0,10744.0,6067.0,27.0,46.0,33.0,3.0,76.0,2.0,5932.0,33227.0,,,,0.20414813470091678,0.7958518652990832,1.032258064516129,1.0,0.5,0,,2.760009940032921,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Erode,district,22.0,22.0,1.8,22.0,22.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.2,0.0,0.0,0.0,37.0,39.0,1.5,3.0,3.0,0.1,659.0,688.0,27.4,,,,41192,,,,13644.0,0.0,13644.0,27548.0,4112.0,3647.0,1723.0,3.0,0.0,0.0,0.0,0.0,0.0,5803.0,12260.0,,,,0.3312293649252282,0.6687706350747717,1.054054054054054,1.0,0.5,0,,2.760009940032921,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Kallakurichi,district,104.0,104.0,14.0,100.0,100.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,2.0,2.0,0.3,10.0,10.0,1.3,0.0,0.0,0.0,23.0,27.0,1.5,3.0,3.0,0.2,286.0,311.0,19.2,,,,44994,,,,9346.0,0.0,9346.0,35648.0,3747.0,3493.0,2756.0,8.0,26.0,14.0,0.0,30.0,3.0,7247.0,18324.0,,,,0.20771658443348,0.7922834155665199,1.173913043478261,1.0,0.5,0,,2.760009940032921,30.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Kanchipuram,district,9.0,9.0,1.9,2.0,2.0,0.4,7.0,7.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,0.2,36.0,36.0,3.7,0.0,0.0,0.0,295.0,303.0,30.4,,,,46626,,,,5678.0,0.0,5678.0,40948.0,7416.0,2064.0,6121.0,0.0,0.0,0.0,0.0,0.0,0.0,4373.0,20974.0,,,,0.12177754900699181,0.8782224509930082,1.0,1.0,0.5,0,,2.760009940032921,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Kanyakumari,district,11.0,11.0,1.1,11.0,11.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.3,0.0,0.0,0.0,31.0,32.0,1.6,10.0,12.0,0.5,328.0,354.0,16.4,,,,87270,,,,13748.0,0.0,13748.0,73522.0,13748.0,15883.0,8425.0,223.0,51.0,0.0,0.0,0.0,0.0,2203.0,32989.0,,,,0.15753408960696688,0.8424659103930331,1.032258064516129,1.0,0.5,0,,2.760009940032921,4.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
